# p31 sites — machine-readable ledger (tools/string_sites.py --p31-tsv); consumed by lower.py --strings-sites
# dis sha256=5c1db5fb75c8c26a70eaeab5760213973d1c80e8711b6dacbb9c28376d4118f4
# blocks sha256=1d3baaf6487a8e3faf4c900e49dbcaae6ddbe1e7f996a47b161c74b502b43477
# mem sha256=1d44317d0995843e28fd576adffb8be977489975760def777d7e7c2a70803074
# pc	op	block	func	idiom	dest	verdict	category	reason	fold	ir
70169466	WCMV	7016945D	DROP	ASSIGN-LIT-VARYING	a	EMIT			7016945D 7016945F 70169460 70169462 70169464	[@wp(ac3, 22), 20 varying] = [@0x70168855:0, "\x0BThe castle is full."]
701694A4	WCMV	7016949B	DROP	ASSIGN-LIT-VARYING	a	EMIT			7016949B 7016949D 7016949E 701694A0 701694A2	[@wp(ac3, 48), 45 varying] = [@0x7016883D:0, "\x0BHit space bar to drop the teleport ring (Tr)"]
7016951B	WCMV	70169512	DROP	ASSIGN-LIT-VARYING	a	EMIT			70169512 70169514 70169515 70169517 70169519	[@wp(ac3, 48), 43 varying] = [@0x70168827:0, "\x0BHit space bar to drop the signet ring (Ri)"]
70169590	WCMV	70169587	DROP	ASSIGN-LIT-VARYING	a	EMIT			70169587 70169589 7016958A 7016958C 7016958E	[@wp(ac3, 48), 49 varying] = [@0x7016880D:0, "\x0BHit space bar to drop the invisibility ring (Ir)"]
70169605	WCMV	701695FC	DROP	ASSIGN-LIT-VARYING	a	EMIT			701695FC 701695FE 701695FF 70169601 70169603	[@wp(ac3, 22), 40 varying] = [@0x701687F9:0, "\x0BHit space bar to drop the one ring (On)"]
70169695	WCMV	7016968C	DROP	ASSIGN-LIT-VARYING	a	EMIT			7016968C 7016968E 7016968F 70169691 70169693	[@wp(ac3, 12), 34 varying] = [@0x701687E7:0, "\x0BDo you wish to drop some money ? "]
701696D7	WCMV	701696CE	DROP	ASSIGN-LIT-VARYING	a	EMIT			701696CE 701696D0 701696D1 701696D3 701696D5	[@wp(ac3, 12), 12 varying] = [@0x701687DF:0, "\x0BHow much ? "]
70169D86	WCMV	70169D7D	FIRE	ASSIGN-LIT-VARYING	a	EMIT			70169D7D 70169D7F 70169D80 70169D82 70169D84	[@wp(ac3, 24), 29 varying] = [@0x70169CDF:0, "\x0BYou cannot use that to fire!"]
70169DC1	WCMV	70169DB8	FIRE	ASSIGN-LIT-VARYING	a	EMIT			70169DB8 70169DBA 70169DBB 70169DBD 70169DBF	[@wp(ac3, 46), 53 varying] = [@0x70169CC3:0, "\x0BHit 'P' to fire a poison arrow, any other to ignore."]
70169DF5	WCMV	70169DEC	FIRE	ASSIGN-LIT-VARYING	a	EMIT			70169DEC 70169DEE 70169DEF 70169DF1 70169DF3	[@wp(ac3, 46), 54 varying] = [@0x70169CA7:0, "\x0BHit 'A' to fire a flaming arrow, any other to ignore."]
70169E1A	WCMV	70169E11	FIRE	ASSIGN-LIT-VARYING	a	EMIT			70169E11 70169E13 70169E14 70169E16 70169E18	[@wp(ac3, 74), 74 varying] = [@0x70169C81:0, "\x0BHit 'A' to fire an arrow 'P' to fire a poison arrow, any other to ignore."]
7016A000	WCMV	70169FF7	FIRE	ASSIGN-LIT-VARYING	a	EMIT			70169FF7 70169FF9 70169FFA 70169FFC 70169FFE	[@wp(ac3, 18), 8 varying] = [@0x70169C75:0, "catapult"]
7016A030	WCMV	7016A002	FIRE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+18)]+36) is not a constant or a length word		
7016A0CA	WCMV	7016A0C1	FIRE	ASSIGN-LIT-VARYING	a	EMIT			7016A0C1 7016A0C3 7016A0C4 7016A0C6 7016A0C8	[@wp(ac3, 18), 6 varying] = [@0x70169C53:0, "poison"]
7016A0DD	WCMV	7016A0D4	FIRE	ASSIGN-LIT-VARYING	a	EMIT			7016A0D4 7016A0D6 7016A0D7 7016A0D9 7016A0DB	[@wp(ac3, 18), 7 varying] = [@0x70169C4F:0, "flaming"]
7016A1B8	WCMV	7016A1AF	FIRE	ASSIGN-LIT-VARYING	a	EMIT			7016A1AF 7016A1B1 7016A1B2 7016A1B4 7016A1B6	[@wp(ac3, 24), 26 varying] = [@0x70169C31:0, "\x0BThe arrow has no effect!\x0A"]
7016A226	WCMV	7016A1F4	FIRE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+112)]+40) is not a constant or a length word		
7016A34A	WCMV	7016A318	FIRE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(fp+112)]+40) is not a constant or a length word		
7016A377	WCMV	7016A36E	FIRE	ASSIGN-LIT-VARYING	a	EMIT			7016A36E 7016A370 7016A371 7016A373 7016A375	[@wp(ac3, 24), 23 varying] = [@0x70169BFF:0, "\x0BThe arrow has missed!\x0A"]
7016A46C	WCMV	7016A461	FIRE	ASSIGN-LIT-VARYING	a	EMIT			7016A463 7016A465 7016A466 7016A468 7016A46A	[@wp(ac3, 2), 29 varying] = [@0x70169BEF:0, "\x0BThe wizard has been killed!\x0A"]
7016A53E	WCMV	7016A501	FIRE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+12*N[(ac1@entry+8)]-0XFFFFD9A)]+23) is not a constant or a length word		
7016A6AE	WCMV	7016A671	FIRE	ASSIGN-STR-VARYING	a	REFUSE	P32-COPYOUT	src count (N[(+12*N[(ac0@entry-0XFFFF859)]-0XFFFFD9A)]+72) is not a constant or a length word		
7016B59B	WCMV	7016B592	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016B592 7016B594 7016B595 7016B597 7016B599	[@wp(ac3, 510), 102 varying] = [@0x7016B49B:0, "To prove your heroism, your first quest is to\x0Aslay a dragon. The dragon may be of any dragon variety\x0A\x0A"]
7016B5C5	WCMV	7016B5B2	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016B5BC 7016B5BE 7016B5BF 7016B5C1 7016B5C3	[@wp(ac3, 562), 130 varying] = [@0x7016B459:0, "You have successfully proven your heroism! You must\x0Anow prove your imperialistic intent by seizing\x0Aa castle by force. Good Luck!\x0A\x0A"]
7016B5FE	WCMV	7016B5DC	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B5F4 7016B5F6 7016B5F8 7016B5FA 7016B5FC	[@wp(ac3, 752), 246 varying] = [@bp(ac3, 1256), 246]
7016B63C	WCMV	7016B633	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016B633 7016B635 7016B636 7016B638 7016B63A	[@wp(ac3, 628), 148 varying] = [@0x7016B393:0, "You have successfully proven your royality! You must\x0Anow prove your true courage by defeating the\x0Adeadly black dragon. Good Luck! (you'll need it)\x0A\x0A"]
7016B689	WCMV	7016B671	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B67F 7016B681 7016B683 7016B685 7016B687	[@wp(ac3, 1020), 285 varying] = [@bp(ac3, 1752), 285]
7016B6E5	WCMV	7016B6BE	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B6DB 7016B6DD 7016B6DF 7016B6E1 7016B6E3	[@wp(ac3, 1330), 331 varying] = [@bp(ac3, 2328), 331]
7016B72D	WCMV	7016B70C	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B723 7016B725 7016B727 7016B729 7016B72B	[@wp(ac3, 1020), 267 varying] = [@bp(ac3, 1752), 267]
7016B768	WCMV	7016B746	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B75E 7016B760 7016B762 7016B764 7016B766	[@wp(ac3, 1020), 277 varying] = [@bp(ac3, 1752), 277]
7016B7A1	WCMV	7016B77F	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B797 7016B799 7016B79B 7016B79D 7016B79F	[@wp(ac3, 752), 210 varying] = [@bp(ac3, 1256), 210]
7016B969	WCMV	7016B91A	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016B95F 7016B961 7016B963 7016B965 7016B967	[@wp(ac3, 2344), 729 varying] = [@bp(ac3, 3956), 729]
7016B9A4	WCMV	7016B991	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016B99B 7016B99D 7016B99E 7016B9A0 7016B9A2	[@wp(ac3, 628), 217 varying] = [@0x7016AEA1:0, "The evil lord Loric, known as Loric the Dark Lord,\x0Ahas been causing terror throughout the land. Your\x0Anext quest is to defeat Loric in battle and curtail\x0Ahis reign of terror, until, of course, his next\x0Areincarnation.\x0A\x0A"]
7016B9D0	WCMV	7016B9BB	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016B9C6 7016B9C8 7016B9CA 7016B9CC 7016B9CE	[@wp(ac3, 628), 240 varying] = [@0x7016AE29:0, "For your next quest you must form an alliance with Terrak the\x0AWizard and take over a Citadel. The citadel is a great\x0Afortified castle with inner and outer defences. Your charisma\x0Aas well as Terrak's magic is needed to complete this quest.\x0A\x0A"]
7016BA29	WCMV	7016B9E9	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016BA1F 7016BA21 7016BA23 7016BA25 7016BA27	[@wp(ac3, 2344), 684 varying] = [@bp(ac3, 3956), 684]
7016BA73	WCMV	7016BA42	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016BA69 7016BA6B 7016BA6D 7016BA6F 7016BA71	[@wp(ac3, 1978), 470 varying] = [@bp(ac3, 3388), 470]
7016BB2D	WCMV	7016BB06	GET_QUEST	ASSIGN-STR-VARYING	a	EMIT			7016BB23 7016BB25 7016BB27 7016BB29 7016BB2B	[@wp(ac3, 1694), 364 varying] = [@bp(ac3, 2996), 364]
7016BB92	WCMV	7016BB89	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016BB89 7016BB8B 7016BB8C 7016BB8E 7016BB90	[@wp(ac3, 510), 38 varying] = [@0x7016AB19:0, "There are no cities inside a barrier.\x0A"]
7016BC95	WCMV	7016BC81	GET_QUEST	ASSIGN-LIT-VARYING	a	EMIT			7016BC8B 7016BC8D 7016BC8F 7016BC91 7016BC93	[@wp(ac3, 510), 42 varying] = [@0x7016AA73:0, "There are no more quest levels as of yet.\x0A"]
7016BCD8	WBLM	7016BCC9	GET_QUEST	-	b	EMIT				words(@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 86), 90) = words(@((sx16(M16[0x70000216]) * 686) + M32[0x70000210] - 87), 90) ; fill: src = dst - 1 (self-overlapping smear, Census F6)
7016D58B	WCMV	7016D582	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D582 7016D584 7016D585 7016D587 7016D589	[@wp(ac3, 34), 28 varying] = [@0x7016D4D7:0, "\x0C        Help\x0A\x0ATopics are:\x0A\x0A"]
7016D59F	WCMV	7016D596	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D596 7016D598 7016D599 7016D59B 7016D59D	[@wp(ac3, 50), 231 varying] = [@0x7016D463:0, "    0 - Exit help     1 - Terrain\x0A    2 - Moving        3 - Commands\x0A    4 - Attack        5 - Spells\x0A    6 - Fire bow      7 - Seige\x0A    8 - Beings        9 - Structures\x0A   10 - Treasures    11 - Magic objects\x0A   12 - Food/water\x0A\x0A"]
7016D5B3	WCMV	7016D5AA	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D5AA 7016D5AC 7016D5AD 7016D5AF 7016D5B1	[@wp(ac3, 34), 21 varying] = [@0x7016D457:0, "Topic number please: "]
7016D5D8	WCMV	7016D5CF	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D5CF 7016D5D1 7016D5D2 7016D5D4 7016D5D6	[@wp(ac3, 34), 22 varying] = [@0x7016D44B:0, "\x0CTerrain symbols are:\x0A"]
7016D5FB	WCMV	7016D5E3	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D5F1 7016D5F3 7016D5F5 7016D5F7 7016D5F9	[@wp(ac3, 326), 314 varying] = [@bp(ac3, 336), 314]
7016D60F	WCMV	7016D606	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D606 7016D608 7016D609 7016D60B 7016D60D	[@wp(ac3, 50), 135 varying] = [@0x7016D369:0, "Special symbols are:\x0A\x0A    \x0E~~\x0F - shards of the crystal of Ablion\x0A    \x0E()\x0F - cave of the White Dragon\x0A    \x0Et\x0F  - the Dark Lord's staff\x0A\x0A"]
7016D637	WCMV	7016D61F	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D62D 7016D62F 7016D631 7016D633 7016D635	[@wp(ac3, 718), 465 varying] = [@bp(ac3, 968), 465]
7016D68C	WCMV	7016D647	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D682 7016D684 7016D686 7016D688 7016D68A	[@wp(ac3, 1544), 657 varying] = [@bp(ac3, 2428), 657]
7016D6B4	WCMV	7016D69C	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D6AA 7016D6AC 7016D6AE 7016D6B0 7016D6B2	[@wp(ac3, 326), 307 varying] = [@bp(ac3, 336), 307]
7016D6CF	WCMV	7016D6C6	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D6C6 7016D6C8 7016D6C9 7016D6CB 7016D6CD	[@wp(ac3, 50), 165 varying] = [@0x7016D043:0, "\x0C        Spells:\x0A\x0AOne of the attack options is to cast a spell at the target.\x0AThe following is a list of your available spells and\x0Atheir effect on the opposition.\x0A\x0A\x0A"]
7016D713	WCMV	7016D70A	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D70A 7016D70C 7016D70D 7016D70F 7016D711	[@wp(ac3, 50), 121 varying] = [@0x7016D005:0, "\x0A\x14Lightning bolt\x15 -    A lightning bolt will descend from the\x0A                    heavens, striking a blow to the enemy.\x0A"]
7016D729	WCMV	7016D720	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D720 7016D722 7016D723 7016D725 7016D727	[@wp(ac3, 50), 168 varying] = [@0x7016CFB1:0, "\x0A\x14Magic shield\x15 -      This transparent shield absorbs the blows\x0A                    from attacking beings, but at a cost of\x0A                    shattering the shield.\x0A"]
7016D73F	WCMV	7016D736	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D736 7016D738 7016D739 7016D73B 7016D73D	[@wp(ac3, 50), 120 varying] = [@0x7016CF75:0, "\x0A\x14Farenheit foiler\x15 -  A heat ray \x22foils\x22 the enemy, causing a\x0A                    lighter hit than the lightning bolt.\x0A"]
7016D755	WCMV	7016D74C	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D74C 7016D74E 7016D74F 7016D751 7016D753	[@wp(ac3, 50), 118 varying] = [@0x7016CF39:0, "\x0A\x14Smoke screen\x15     -  Smoke billows forth, confusing your enemy\x0A                    and allowing you one extra move.\x0A"]
7016D76B	WCMV	7016D762	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D762 7016D764 7016D765 7016D767 7016D769	[@wp(ac3, 50), 167 varying] = [@0x7016CEE5:0, "\x0A\x14Obtain knowledge\x15 -  A strange sensation overcomes you. You are\x0A                    now able to determine strengths or levels\x0A                    of certain things.\x0A"]
7016D781	WCMV	7016D778	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D778 7016D77A 7016D77B 7016D77D 7016D77F	[@wp(ac3, 50), 174 varying] = [@0x7016CE8D:0, "\x0A\x14Activate cloak\x15   -  If you have the magic green cloak, when\x0A                    this spell is in use, no new beings\x0A                    will be interested in killing you.\x0A"]
7016D797	WCMV	7016D78E	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D78E 7016D790 7016D791 7016D793 7016D795	[@wp(ac3, 50), 176 varying] = [@0x7016CE35:0, "\x0A\x14Dumfound attacker\x15-  You can stop a being in pursuit by\x0A                    dumbfounding its mind. This will last only\x0A                    until the being regains it's wits.\x0A"]
7016D7AD	WCMV	7016D7A4	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D7A4 7016D7A6 7016D7A7 7016D7A9 7016D7AB	[@wp(ac3, 50), 167 varying] = [@0x7016CDE1:0, "\x0A\x14Healing aura\x15     -  The swirling colors of the aura of healing\x0A                    surrounds you, but do not move or,\x0A                    the spell will be broken.\x0A"]
7016D7C3	WCMV	7016D7BA	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D7BA 7016D7BC 7016D7BD 7016D7BF 7016D7C1	[@wp(ac3, 50), 161 varying] = [@0x7016CD8F:0, "\x0A\x14Camouflage\x15       -  This spell will allow you to hide within\x0A                    a forest, foot hill, or mountain without\x0A                    being attacked.\x0A"]
7016D7E8	WCMV	7016D7D0	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D7DE 7016D7E0 7016D7E2 7016D7E4 7016D7E6	[@wp(ac3, 168), 205 varying] = [@bp(ac3, 100), 205]
7016D7FE	WCMV	7016D7F5	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D7F5 7016D7F7 7016D7F8 7016D7FA 7016D7FC	[@wp(ac3, 50), 160 varying] = [@0x7016CCD7:0, "\x0A\x14Wield Thors Hammer\x15- With a toss of THORs mighty hammer,\x0A                    a thundering exposition of power is\x0A                    unleashed at the victim.\x0A"]
7016D814	WCMV	7016D80B	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D80B 7016D80D 7016D80E 7016D810 7016D812	[@wp(ac3, 50), 122 varying] = [@0x7016CC99:0, "\x0A\x14Teleport\x15         -  With the ancient teleport ring, you can\x0A                    teleport to any castle in your empire.\x0A"]
7016D839	WCMV	7016D821	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D82F 7016D831 7016D833 7016D835 7016D837	[@wp(ac3, 168), 226 varying] = [@bp(ac3, 100), 226]
7016D85E	WCMV	7016D846	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D854 7016D856 7016D858 7016D85A 7016D85C	[@wp(ac3, 168), 219 varying] = [@bp(ac3, 100), 219]
7016D874	WCMV	7016D86B	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D86B 7016D86D 7016D86E 7016D870 7016D872	[@wp(ac3, 50), 122 varying] = [@0x7016CB79:0, "\x0A\x14Eye of ARGUS\x15     -  For a brief time you can see the wonders\x0A                    of the world through the eye of ARGUS\x0A"]
7016D88A	WCMV	7016D881	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D881 7016D883 7016D884 7016D886 7016D888	[@wp(ac3, 50), 113 varying] = [@0x7016CB3F:0, "\x0A\x14Activate Caduceus\x15-  The staff of HERMES is used to heal all\x0A                    your injuries. Heal thyself. \x0A"]
7016D8AF	WCMV	7016D897	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D8A5 7016D8A7 7016D8A9 7016D8AB 7016D8AD	[@wp(ac3, 168), 151 varying] = [@bp(ac3, 100), 151]
7016D8D4	WCMV	7016D8BC	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D8CA 7016D8CC 7016D8CE 7016D8D0 7016D8D2	[@wp(ac3, 168), 168 varying] = [@bp(ac3, 100), 168]
7016D8EA	WCMV	7016D8E1	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D8E1 7016D8E3 7016D8E4 7016D8E6 7016D8E8	[@wp(ac3, 50), 62 varying] = [@0x7016CA7D:0, "\x0A\x14Create boat\x15      -  Guess what this does in shallow water.\x0A"]
7016D900	WCMV	7016D8F7	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D8F7 7016D8F9 7016D8FA 7016D8FC 7016D8FE	[@wp(ac3, 50), 162 varying] = [@0x7016CA2B:0, "\x0A\x14Summon\x15           -  By invoking the name of HERMES,\x0A                    a pegasus is summoned to your side,\x0A                    providing one is within range.\x0A"]
7016D925	WCMV	7016D90D	HELP	ASSIGN-STR-VARYING	a	EMIT			7016D91B 7016D91D 7016D91F 7016D921 7016D923	[@wp(ac3, 168), 221 varying] = [@bp(ac3, 100), 221]
7016D93B	WCMV	7016D932	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D932 7016D934 7016D935 7016D937 7016D939	[@wp(ac3, 50), 120 varying] = [@0x7016C97F:0, "\x0A\x14Weaken Opponent\x15  -  A strength draining aura is congered\x0A                    to reduce an opponents strength by 20%.\x0A"]
7016D951	WCMV	7016D948	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D948 7016D94A 7016D94B 7016D94D 7016D94F	[@wp(ac3, 50), 106 varying] = [@0x7016C949:0, "\x0A\x14Clear Vision\x15     -  This spell can counteract the ill\x0A                    side effects of bad potions.\x0A"]
7016D967	WCMV	7016D95E	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D95E 7016D960 7016D961 7016D963 7016D965	[@wp(ac3, 50), 170 varying] = [@0x7016C8F3:0, "\x0A\x14Panic\x15            -  When the situation looks hopeless\x0A                    use this spell to escape certain death.\x0A                    \x22When all else fails ... panic.\x22\x0A"]
7016D97D	WCMV	7016D974	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D974 7016D976 7016D977 7016D979 7016D97B	[@wp(ac3, 50), 160 varying] = [@0x7016C8A3:0, "\x0A\x14Cause Fear\x15       -  A telepathic message is sent to\x0A                    your opponent causing fear. Step back\x0A                    and watch the chicken run.\x0A"]
7016D993	WCMV	7016D98A	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D98A 7016D98C 7016D98D 7016D98F 7016D991	[@wp(ac3, 50), 169 varying] = [@0x7016C84D:0, "\x0A\x14Conjour sun\x15      -  A cloud dispersing wind eminates\x0A                    from your spell causing all storms to\x0A                    vanish from the face of the earth.\x0A"]
7016D9A9	WCMV	7016D9A0	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D9A0 7016D9A2 7016D9A3 7016D9A5 7016D9A7	[@wp(ac3, 50), 165 varying] = [@0x7016C7F9:0, "\x0A\x14Conjour storm\x15    -  A cloud gathering wind eminates\x0A                    from your spell causing a violent\x0A                    storm to be unleashed on the world.\x0A"]
7016D9BF	WCMV	7016D9B6	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D9B6 7016D9B8 7016D9B9 7016D9BB 7016D9BD	[@wp(ac3, 50), 145 varying] = [@0x7016C7AF:0, "\x0A\x14Dispatch familiar\x15-    A telepathic message is sent to\x0A                    your familiar with a direction in which\x0A                    to fly.\x0A"]
7016D9D5	WCMV	7016D9CC	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D9CC 7016D9CE 7016D9CF 7016D9D1 7016D9D3	[@wp(ac3, 50), 165 varying] = [@0x7016C75B:0, "\x0A\x14Charm familiar\x15   -  An attempt is made to obtain a\x0A                    familiar, the magic flask must be\x0A                    used in conjunction with this spell.\x0A"]
7016D9EB	WCMV	7016D9E2	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D9E2 7016D9E4 7016D9E5 7016D9E7 7016D9E9	[@wp(ac3, 50), 112 varying] = [@0x7016C723:0, "\x0A\x14Recall familiar\x15  -  A telepathic message is sent to\x0A                    your familiar to send it back to you\x0A"]
7016DA01	WCMV	7016D9F8	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016D9F8 7016D9FA 7016D9FB 7016D9FD 7016D9FF	[@wp(ac3, 50), 118 varying] = [@0x7016C6E7:0, "\x0A\x14Familiar clairvoyance\x15  -   A telepathic image is sent back from\x0A                    your familiar of what it sees.\x0A"]
7016DA16	WCMV	7016DA0D	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DA0D 7016DA0F 7016DA10 7016DA12 7016DA14	[@wp(ac3, 50), 108 varying] = [@0x7016C6B1:0, "\x0A\x14Fireball\x15         -   A ball of fire races towards the enemy,\x0A                    causing burning damage.\x0A"]
7016DA2B	WCMV	7016DA22	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DA22 7016DA24 7016DA25 7016DA27 7016DA29	[@wp(ac3, 50), 123 varying] = [@0x7016C673:0, "\x0A\x14Create fog\x15       -   A cloud of fog envelopes an area around\x0A                    you and will last for quite some time.\x0A"]
7016DA40	WCMV	7016DA37	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DA37 7016DA39 7016DA3A 7016DA3C 7016DA3E	[@wp(ac3, 50), 115 varying] = [@0x7016C639:0, "\x0A\x14Polymorph\x15        -   Presto - chango, the being before you\x0A                    is no longer what it was before.\x0A"]
7016DA55	WCMV	7016DA4C	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DA4C 7016DA4E 7016DA4F 7016DA51 7016DA53	[@wp(ac3, 50), 113 varying] = [@0x7016C5FF:0, "\x0A\x14Run like a horse\x15 -   For a limited duration, you will be\x0A                    able to take an extra move turn.\x0A"]
7016DA6A	WCMV	7016DA61	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DA61 7016DA63 7016DA64 7016DA66 7016DA68	[@wp(ac3, 50), 97 varying] = [@0x7016C5CD:0, "\x0A\x14Create food\x15      -   This spell creates one meal for instant\x0A                    consumption.\x0A"]
7016DA7F	WCMV	7016DA76	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DA76 7016DA78 7016DA79 7016DA7B 7016DA7D	[@wp(ac3, 50), 102 varying] = [@0x7016C599:0, "\x0A\x14Create water\x15     -   This spell will fill the water skin with\x0A                    drinkable water.\x0A"]
7016DAFA	WCMV	7016DAC4	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DAF0 7016DAF2 7016DAF4 7016DAF6 7016DAF8	[@wp(ac3, 484), 373 varying] = [@bp(ac3, 1436), 373]
7016DB6D	WCMV	7016DB0A	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DB63 7016DB65 7016DB67 7016DB69 7016DB6B	[@wp(ac3, 2690), 897 varying] = [@bp(ac3, 4480), 897]
7016DBAE	WCMV	7016DBA5	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DBA5 7016DBA7 7016DBA8 7016DBAA 7016DBAC	[@wp(ac3, 50), 105 varying] = [@0x7016C2DD:0, "\x0CSymbol | Name                          | Strength |\x0A---------------------------------------------------\x0A"]
7016DC29	WCMV	7016DBFC	HELP	ASSIGN-FROM-TEMP	a	REFUSE	P33-TEMP	WMSP temp operand (temp: sp@7016DBB9+2 words)		
7016DCC5	WCMV	7016DC94	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DCBB 7016DCBD 7016DCBF 7016DCC1 7016DCC3	[@wp(ac3, 168), 54 varying] = [@bp(ac3, 100), 54]
7016DD18	WCMV	7016DD0F	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DD0F 7016DD11 7016DD12 7016DD14 7016DD16	[@wp(ac3, 50), 159 varying] = [@0x7016C283:0, "Structure symbols are:\x0A\x0A \x14  \x15         \x14  \x15      /----\x5C           \x14  \x15\x0A|\x14  \x15|       |\x14S \x15|     |-  -| castle   \x14/  \x5C\x15\x0Abuilding   store    \x5C----/         tower\x0A\x0A"]
7016DD3F	WCMV	7016DD27	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DD35 7016DD37 7016DD39 7016DD3B 7016DD3D	[@wp(ac3, 326), 246 varying] = [@bp(ac3, 336), 246]
7016DD58	WCMV	7016DD4F	HELP	ASSIGN-LIT-VARYING	a	EMIT			7016DD4F 7016DD51 7016DD52 7016DD54 7016DD56	[@wp(ac3, 50), 182 varying] = [@0x7016C1AB:0, "Treasure symbols are:\x0A\x0A\x0A\x0ESI\x0F - Silver     \x0EAM\x0F - Amethyst   \x0ETO\x0F - Topaz\x0A\x0EGO\x0F - Gold       \x0ESA\x0F - Sapphires  \x0ERU\x0F - Rubies\x0A\x0EEM\x0F - Emeralds   \x0EDI\x0F - Diamonds   \x0ECR\x0F - Magic crystals\x0A\x0A"]
7016DD8F	WCMV	7016DD68	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DD85 7016DD87 7016DD89 7016DD8B 7016DD8D	[@wp(ac3, 718), 398 varying] = [@bp(ac3, 968), 398]
7016DDB7	WCMV	7016DD9F	HELP	ASSIGN-STR-VARYING	a	EMIT			7016DDAD 7016DDAF 7016DDB1 7016DDB3 7016DDB5	[@wp(ac3, 326), 253 varying] = [@bp(ac3, 336), 253]
